[2026-09-20 19:42:41] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Python-urllib/3.11
[2026-09-20 19:52:40] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:05:36] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:05:49] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:05:51] IP: 127.0.0.1 | GET /logout | Status: 302 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:05:51] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:05:53] IP: 127.0.0.1 | POST /api/login | Status: 302 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:05:53] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:13:31] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:13:34] IP: 127.0.0.1 | GET /dashboard/laporan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:13:35] IP: 127.0.0.1 | GET /dashboard/transfer_dana | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:13:35] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36 Edg/153.0.0.0
[2026-09-20 20:13:56] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
[2026-09-20 20:13:56] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
[2026-09-20 20:13:58] IP: 127.0.0.1 | GET /favicon.ico | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
[2026-09-20 20:14:14] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
[2026-09-20 20:14:14] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36
[2026-09-20 20:37:07] IP: 127.0.0.1 | POST /api/login | Status: 401 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:37:07] IP: 127.0.0.1 | POST /api/login | Status: 302 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | POST /api/login | Status: 302 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /dashboard/laporan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | POST /api/memo | Status: 302 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /it-update | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | POST /api/phishing-submit | Status: 302 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:07] IP: 127.0.0.1 | GET /awareness-education | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | POST /api/login | Status: 401 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:37:15] IP: 127.0.0.1 | POST /api/login | Status: 302 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | POST /api/login | Status: 302 | User: Budi_Finance | Set-Cookie: session_token=xYz890AbC;
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /dashboard/laporan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | POST /api/memo | Status: 302 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /dashboard/keuangan | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /it-update | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | POST /api/phishing-submit | Status: 302 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:37:15] IP: 127.0.0.1 | GET /awareness-education | Status: 200 | Cookie: session_token=xYz890AbC; User-Agent: Python-urllib/3.11
[2026-09-20 20:43:13] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36
[2026-09-20 20:43:13] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36
[2026-09-20 20:43:14] IP: 127.0.0.1 | GET /favicon.ico | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36
[2026-09-20 20:43:28] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36
[2026-09-20 20:43:28] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /clientaccesspolicy.xml | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | OPTIONS / | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | OPTIONS / | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /c6df17fe69311d65575d371526b4072d | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /crossdomain.xml | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /<my_tag_c6df17fe69311d65575d371526b4072d/> | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | PUT /Arachni-c6df17fe69311d65575d371526b4072d | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET /crossdomain.xml | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET />"'><my_tag_c6df17fe69311d65575d371526b4072d/> | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:52] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET / | Status: 302 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /localstart.asp | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/r57shell.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/r57.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/c99.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/nst.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/rst.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/c99shell.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/nstview.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/shell.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/r.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/r57eng.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/lol.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/zehir.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/c-h.v2.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/simple-backdoor.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/php-backdoor.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/cmdasp.asp | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:53] IP: 127.0.0.1 | GET /login/cmd-asp-5.1.asp | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/cmdasp.aspx | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/shell.sh | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/cfexec.cfm | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/cmdjsp.jsp | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login (copy)/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/jsp-reverse.jsp | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/php-reverse-shell.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/perl-reverse-shell.pl | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/php-tiny-shell.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login (another copy)/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/qsd-php-backdoor.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login/php-findsock-shell.php | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login (3rd copy)/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:54] IP: 127.0.0.1 | GET /login | Status: 200 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /Copy (2) of login/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login (4th copy)/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /Copy of login/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login (third copy)/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login~/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login - Copy Copy/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.7z | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login - Copy (2)/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /Copy of Copy of login/ | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.ar | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.ear | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.jar | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.lzma | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.tar | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.gz | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
[2026-09-20 20:51:55] IP: 127.0.0.1 | GET /login.bz2 | Status: 404 | Cookie: session_token=; User-Agent: Mozilla/5.0 (Gecko) Arachni/v1.6.1.3
